part3,part2b,part2t,part1,scope,language_type,ref_name,comment,print_name,inverted_name,m_id
arz,,,,Individual,Living language,Egyptian Arabic,,Egyptian Arabic,"Arabic, Egyptian",ara
asa,,,,Individual,Living language,Asu (Tanzania),,Asu (Tanzania),Asu (Tanzania),
asb,,,,Individual,Living language,Assiniboine,,Assiniboine,Assiniboine,
asc,,,,Individual,Living language,Casuarina Coast Asmat,,Casuarina Coast Asmat,"Asmat, Casuarina Coast",
ase,,,,Individual,Living language,American Sign Language,,American Sign Language,American Sign Language,
asf,,,,Individual,Living language,Auslan,,Auslan,Auslan,
asf,,,,Individual,Living language,Auslan,,Australian Sign Language,Australian Sign Language,
asg,,,,Individual,Living language,Cishingini,,Cishingini,Cishingini,
ash,,,,Individual,Extinct language,Abishira,,Abishira,Abishira,
asi,,,,Individual,Living language,Buruwai,,Buruwai,Buruwai,
asj,,,,Individual,Living language,Sari,,Sari,Sari,
ask,,,,Individual,Living language,Ashkun,,Ashkun,Ashkun,
asl,,,,Individual,Living language,Asilulu,,Asilulu,Asilulu,
asm,asm,asm,as,Individual,Living language,Assamese,,Assamese,Assamese,
asn,,,,Individual,Living language,Xingú Asuriní,,Xingú Asuriní,"Asuriní, Xingú",
aso,,,,Individual,Living language,Dano,,Dano,Dano,
asp,,,,Individual,Living language,Algerian Sign Language,,Algerian Sign Language,Algerian Sign Language,
asq,,,,Individual,Living language,Austrian Sign Language,,Austrian Sign Language,Austrian Sign Language,
asr,,,,Individual,Living language,Asuri,,Asuri,Asuri,
ass,,,,Individual,Living language,Ipulo,,Ipulo,Ipulo,
ast,ast,ast,,Individual,Living language,Asturian,,Asturian,Asturian,
ast,ast,ast,,Individual,Living language,Asturian,,Asturleonese,Asturleonese,
ast,ast,ast,,Individual,Living language,Asturian,,Bable,Bable,
ast,ast,ast,,Individual,Living language,Asturian,,Leonese,Leonese,
asu,,,,Individual,Living language,Tocantins Asurini,,Tocantins Asurini,"Asurini, Tocantins",
asv,,,,Individual,Living language,Asoa,,Asoa,Asoa,
asw,,,,Individual,Living language,Australian Aborigines Sign Language,,Australian Aborigines Sign Language,Australian Aborigines Sign Language,
asx,,,,Individual,Living language,Muratayak,,Muratayak,Muratayak,
asy,,,,Individual,Living language,Yaosakor Asmat,,Yaosakor Asmat,"Asmat, Yaosakor",
asz,,,,Individual,Living language,As,,As,As,
ata,,,,Individual,Living language,Pele-Ata,,Pele-Ata,Pele-Ata,
atb,,,,Individual,Living language,Zaiwa,,Zaiwa,Zaiwa,
atc,,,,Individual,Extinct language,Atsahuaca,,Atsahuaca,Atsahuaca,
atd,,,,Individual,Living language,Ata Manobo,,Ata Manobo,"Manobo, Ata",
ate,,,,Individual,Living language,Atemble,,Atemble,Atemble,
atg,,,,Individual,Living language,Ivbie North-Okpela-Arhe,,Ivbie North-Okpela-Arhe,Ivbie North-Okpela-Arhe,
ati,,,,Individual,Living language,Attié,,Attié,Attié,
atj,,,,Individual,Living language,Atikamekw,,Atikamekw,Atikamekw,
atk,,,,Individual,Living language,Ati,,Ati,Ati,
atl,,,,Individual,Living language,Mt. Iraya Agta,,Mt. Iraya Agta,"Agta, Mt. Iraya",
atm,,,,Individual,Living language,Ata,,Ata,Ata,
atn,,,,Individual,Living language,Ashtiani,,Ashtiani,Ashtiani,
ato,,,,Individual,Living language,Atong (Cameroon),,Atong (Cameroon),Atong (Cameroon),
atp,,,,Individual,Living language,Pudtol Atta,,Pudtol Atta,"Atta, Pudtol",
atq,,,,Individual,Living language,Aralle-Tabulahan,,Aralle-Tabulahan,Aralle-Tabulahan,
atr,,,,Individual,Living language,Waimiri-Atroari,,Waimiri-Atroari,Waimiri-Atroari,
ats,,,,Individual,Living language,Gros Ventre,,Gros Ventre,Gros Ventre,
att,,,,Individual,Living language,Pamplona Atta,,Pamplona Atta,"Atta, Pamplona",
atu,,,,Individual,Living language,Reel,,Reel,Reel,
atv,,,,Individual,Living language,Northern Altai,,Northern Altai,"Altai, Northern",
atw,,,,Individual,Living language,Atsugewi,,Atsugewi,Atsugewi,
atx,,,,Individual,Living language,Arutani,,Arutani,Arutani,
aty,,,,Individual,Living language,Aneityum,,Aneityum,Aneityum,
atz,,,,Individual,Living language,Arta,,Arta,Arta,
aua,,,,Individual,Living language,Asumboa,,Asumboa,Asumboa,
aub,,,,Individual,Living language,Alugu,,Alugu,Alugu,
auc,,,,Individual,Living language,Waorani,,Waorani,Waorani,
aud,,,,Individual,Living language,Anuta,,Anuta,Anuta,
aug,,,,Individual,Living language,Aguna,,Aguna,Aguna,
auh,,,,Individual,Living language,Aushi,,Aushi,Aushi,
aui,,,,Individual,Living language,Anuki,,Anuki,Anuki,
auj,,,,Individual,Living language,Awjilah,,Awjilah,Awjilah,
auk,,,,Individual,Living language,Heyo,,Heyo,Heyo,
aul,,,,Individual,Living language,Aulua,,Aulua,Aulua,
aum,,,,Individual,Living language,Asu (Nigeria),,Asu (Nigeria),Asu (Nigeria),
aun,,,,Individual,Living language,Molmo One,,Molmo One,"One, Molmo",
auo,,,,Individual,Extinct language,Auyokawa,,Auyokawa,Auyokawa,
aup,,,,Individual,Living language,Makayam,,Makayam,Makayam,
auq,,,,Individual,Living language,Anus,,Anus,Anus,
auq,,,,Individual,Living language,Anus,,Korur,Korur,
aur,,,,Individual,Living language,Aruek,,Aruek,Aruek,
aut,,,,Individual,Living language,Austral,,Austral,Austral,
auu,,,,Individual,Living language,Auye,,Auye,Auye,
auw,,,,Individual,Living language,Awyi,,Awyi,Awyi,
aux,,,,Individual,Extinct language,Aurá,,Aurá,Aurá,
auy,,,,Individual,Living language,Awiyaana,,Awiyaana,Awiyaana,
auz,,,,Individual,Living language,Uzbeki Arabic,,Uzbeki Arabic,"Arabic, Uzbeki",ara
ava,ava,ava,av,Individual,Living language,Avaric,,Avaric,Avaric,
avb,,,,Individual,Living language,Avau,,Avau,Avau,
avd,,,,Individual,Living language,Alviri-Vidari,,Alviri-Vidari,Alviri-Vidari,
ave,ave,ave,ae,Individual,Historical language,Avestan,,Avestan,Avestan,
avi,,,,Individual,Living language,Avikam,,Avikam,Avikam,
avk,,,,Individual,Constructed language,Kotava,,Kotava,Kotava,
avl,,,,Individual,Living language,Eastern Egyptian Bedawi Arabic,,Eastern Egyptian Bedawi Arabic,"Arabic, Eastern Egyptian Bedawi",ara
avm,,,,Individual,Extinct language,Angkamuthi,,Angkamuthi,Angkamuthi,
avn,,,,Individual,Living language,Avatime,,Avatime,Avatime,
avo,,,,Individual,Extinct language,Agavotaguerra,,Agavotaguerra,Agavotaguerra,
avs,,,,Individual,Extinct language,Aushiri,,Aushiri,Aushiri,
avt,,,,Individual,Living language,Au,,Au,Au,
avu,,,,Individual,Living language,Avokaya,,Avokaya,Avokaya,
avv,,,,Individual,Living language,Avá-Canoeiro,,Avá-Canoeiro,Avá-Canoeiro,
awa,awa,awa,,Individual,Living language,Awadhi,,Awadhi,Awadhi,
awb,,,,Individual,Living language,Awa (Papua New Guinea),,Awa (Papua New Guinea),Awa (Papua New Guinea),
awc,,,,Individual,Living language,Cicipu,,Cicipu,Cicipu,
awe,,,,Individual,Living language,Awetí,,Awetí,Awetí,
awg,,,,Individual,Extinct language,Anguthimri,,Anguthimri,Anguthimri,
awh,,,,Individual,Living language,Awbono,,Awbono,Awbono,
awi,,,,Individual,Living language,Aekyom,,Aekyom,Aekyom,
awk,,,,Individual,Extinct language,Awabakal,,Awabakal,Awabakal,
awm,,,,Individual,Living language,Arawum,,Arawum,Arawum,
awn,,,,Individual,Living language,Awngi,,Awngi,Awngi,
awo,,,,Individual,Living language,Awak,,Awak,Awak,
awr,,,,Individual,Living language,Awera,,Awera,Awera,
aws,,,,Individual,Living language,South Awyu,,South Awyu,"Awyu, South",
awt,,,,Individual,Living language,Araweté,,Araweté,Araweté,
awu,,,,Individual,Living language,Central Awyu,,Central Awyu,"Awyu, Central",
awv,,,,Individual,Living language,Jair Awyu,,Jair Awyu,"Awyu, Jair",
aww,,,,Individual,Living language,Awun,,Awun,Awun,
awx,,,,Individual,Living language,Awara,,Awara,Awara,
awy,,,,Individual,Living language,Edera Awyu,,Edera Awyu,"Awyu, Edera",
axb,,,,Individual,Extinct language,Abipon,,Abipon,Abipon,
axe,,,,Individual,Extinct language,Ayerrerenge,,Ayerrerenge,Ayerrerenge,
axg,,,,Individual,Extinct language,Mato Grosso Arára,,Mato Grosso Arára,"Arára, Mato Grosso",
axk,,,,Individual,Living language,Yaka (Central African Republic),,Yaka (Central African Republic),Yaka (Central African Republic),
axl,,,,Individual,Extinct language,Lower Southern Aranda,,Lower Southern Aranda,"Aranda, Lower Southern",
axm,,,,Individual,Historical language,Middle Armenian,,Middle Armenian,"Armenian, Middle",
axx,,,,Individual,Living language,Xârâgurè,,Xârâgurè,Xârâgurè,
aya,,,,Individual,Living language,Awar,,Awar,Awar,
ayb,,,,Individual,Living language,Ayizo Gbe,,Ayizo Gbe,"Gbe, Ayizo",
ayc,,,,Individual,Living language,Southern Aymara,,Southern Aymara,"Aymara, Southern",aym
ayd,,,,Individual,Extinct language,Ayabadhu,,Ayabadhu,Ayabadhu,
aye,,,,Individual,Living language,Ayere,,Ayere,Ayere,
ayg,,,,Individual,Living language,Ginyanga,,Ginyanga,Ginyanga,
ayh,,,,Individual,Living language,Hadrami Arabic,,Hadrami Arabic,"Arabic, Hadrami",ara
ayi,,,,Individual,Living language,Leyigha,,Leyigha,Leyigha,
ayk,,,,Individual,Living language,Akuku,,Akuku,Akuku,
ayl,,,,Individual,Living language,Libyan Arabic,,Libyan Arabic,"Arabic, Libyan",ara
aym,aym,aym,ay,Macrolanguage,Living language,Aymara,,Aymara,Aymara,
ayn,,,,Individual,Living language,Sanaani Arabic,,Sanaani Arabic,"Arabic, Sanaani",ara
ayo,,,,Individual,Living language,Ayoreo,,Ayoreo,Ayoreo,
ayp,,,,Individual,Living language,North Mesopotamian Arabic,,North Mesopotamian Arabic,"Arabic, North Mesopotamian",ara
ayq,,,,Individual,Living language,Ayi (Papua New Guinea),,Ayi (Papua New Guinea),Ayi (Papua New Guinea),
ayr,,,,Individual,Living language,Central Aymara,,Central Aymara,"Aymara, Central",aym
ays,,,,Individual,Living language,Sorsogon Ayta,,Sorsogon Ayta,"Ayta, Sorsogon",
ayt,,,,Individual,Living language,Magbukun Ayta,,Magbukun Ayta,"Ayta, Magbukun",
ayu,,,,Individual,Living language,Ayu,,Ayu,Ayu,
ayz,,,,Individual,Living language,Mai Brat,,Mai Brat,Mai Brat,
aza,,,,Individual,Living language,Azha,,Azha,Azha,
azb,,,,Individual,Living language,South Azerbaijani,,South Azerbaijani,"Azerbaijani, South",aze
azd,,,,Individual,Living language,Eastern Durango Nahuatl,,Eastern Durango Nahuatl,"Nahuatl, Eastern Durango",
aze,aze,aze,az,Macrolanguage,Living language,Azerbaijani,,Azerbaijani,Azerbaijani,
azg,,,,Individual,Living language,San Pedro Amuzgos Amuzgo,,San Pedro Amuzgos Amuzgo,"Amuzgo, San Pedro Amuzgos",
azj,,,,Individual,Living language,North Azerbaijani,,North Azerbaijani,"Azerbaijani, North",aze
azm,,,,Individual,Living language,Ipalapa Amuzgo,,Ipalapa Amuzgo,"Amuzgo, Ipalapa",
azn,,,,Individual,Living language,Western Durango Nahuatl,,Western Durango Nahuatl,"Nahuatl, Western Durango",
azo,,,,Individual,Living language,Awing,,Awing,Awing,
azt,,,,Individual,Living language,Faire Atta,,Faire Atta,"Atta, Faire",
azz,,,,Individual,Living language,Highland Puebla Nahuatl,,Highland Puebla Nahuatl,"Nahuatl, Highland Puebla",
baa,,,,Individual,Living language,Babatana,,Babatana,Babatana,
bab,,,,Individual,Living language,Bainouk-Gunyuño,,Bainouk-Gunyuño,Bainouk-Gunyuño,
bac,,,,Individual,Living language,Badui,,Badui,Badui,
bae,,,,Individual,Extinct language,Baré,,Baré,Baré,
baf,,,,Individual,Living language,Nubaca,,Nubaca,Nubaca,
bag,,,,Individual,Living language,Tuki,,Tuki,Tuki,
bah,,,,Individual,Living language,Bahamas Creole English,,Bahamas Creole English,"Creole English, Bahamas",
baj,,,,Individual,Living language,Barakai,,Barakai,Barakai,
bak,bak,bak,ba,Individual,Living language,Bashkir,,Bashkir,Bashkir,
bal,bal,bal,,Macrolanguage,Living language,Baluchi,,Baluchi,Baluchi,
bam,bam,bam,bm,Individual,Living language,Bambara,,Bambara,Bambara,
ban,ban,ban,,Individual,Living language,Balinese,,Balinese,Balinese,
bao,,,,Individual,Living language,Waimaha,,Waimaha,Waimaha,
bap,,,,Individual,Living language,Bantawa,,Bantawa,Bantawa,
bar,,,,Individual,Living language,Bavarian,,Bavarian,Bavarian,
bas,bas,bas,,Individual,Living language,Basa (Cameroon),,Basa (Cameroon),Basa (Cameroon),
bau,,,,Individual,Living language,Bada (Nigeria),,Bada (Nigeria),Bada (Nigeria),
bav,,,,Individual,Living language,Vengo,,Vengo,Vengo,
baw,,,,Individual,Living language,Bambili-Bambui,,Bambili-Bambui,Bambili-Bambui,
bax,,,,Individual,Living language,Bamun,,Bamun,Bamun,
bay,,,,Individual,Living language,Batuley,,Batuley,Batuley,
bba,,,,Individual,Living language,Baatonum,,Baatonum,Baatonum,
bbb,,,,Individual,Living language,Barai,,Barai,Barai,
bbc,,,,Individual,Living language,Batak Toba,,Batak Toba,Batak Toba,
bbd,,,,Individual,Living language,Bau,,Bau,Bau,
bbe,,,,Individual,Living language,Bangba,,Bangba,Bangba,
bbf,,,,Individual,Living language,Baibai,,Baibai,Baibai,
bbg,,,,Individual,Living language,Barama,,Barama,Barama,
bbh,,,,Individual,Living language,Bugan,,Bugan,Bugan,
bbi,,,,Individual,Living language,Barombi,,Barombi,Barombi,
bbj,,,,Individual,Living language,Ghomálá',,Ghomálá',Ghomálá',
bbk,,,,Individual,Living language,Babanki,,Babanki,Babanki,
bbl,,,,Individual,Living language,Bats,,Bats,Bats,
bbm,,,,Individual,Living language,Babango,,Babango,Babango,
bbn,,,,Individual,Living language,Uneapa,,Uneapa,Uneapa,
bbo,,,,Individual,Living language,Northern Bobo Madaré,,Konabéré,Konabéré,
bbo,,,,Individual,Living language,Northern Bobo Madaré,,Northern Bobo Madaré,"Bobo Madaré, Northern",
bbp,,,,Individual,Living language,West Central Banda,,West Central Banda,"Banda, West Central",
bbq,,,,Individual,Living language,Bamali,,Bamali,Bamali,
bbr,,,,Individual,Living language,Girawa,,Girawa,Girawa,
bbs,,,,Individual,Living language,Bakpinka,,Bakpinka,Bakpinka,
bbt,,,,Individual,Living language,Mburku,,Mburku,Mburku,
bbu,,,,Individual,Living language,Kulung (Nigeria),,Kulung (Nigeria),Kulung (Nigeria),
bbv,,,,Individual,Living language,Karnai,,Karnai,Karnai,
bbw,,,,Individual,Living language,Baba,,Baba,Baba,
bbx,,,,Individual,Living language,Bubia,,Bubia,Bubia,
bby,,,,Individual,Living language,Befang,,Befang,Befang,
bca,,,,Individual,Living language,Central Bai,,Central Bai,"Bai, Central",
bcb,,,,Individual,Living language,Bainouk-Samik,,Bainouk-Samik,Bainouk-Samik,
bcc,,,,Individual,Living language,Southern Balochi,,Southern Balochi,"Balochi, Southern",bal
bcd,,,,Individual,Living language,North Babar,,North Babar,"Babar, North",
bce,,,,Individual,Living language,Bamenyam,,Bamenyam,Bamenyam,
bcf,,,,Individual,Living language,Bamu,,Bamu,Bamu,
bcg,,,,Individual,Living language,Baga Pokur,,Baga Pokur,Baga Pokur,
bch,,,,Individual,Living language,Bariai,,Bariai,Bariai,
bci,,,,Individual,Living language,Baoulé,,Baoulé,Baoulé,
bcj,,,,Individual,Living language,Bardi,,Bardi,Bardi,
bck,,,,Individual,Living language,Bunuba,,Bunuba,Bunuba,
bcl,,,,Individual,Living language,Central Bikol,,Central Bikol,"Bikol, Central",bik
bcm,,,,Individual,Living language,Bannoni,,Bannoni,Bannoni,
bcn,,,,Individual,Living language,Bali (Nigeria),,Bali (Nigeria),Bali (Nigeria),
bco,,,,Individual,Living language,Kaluli,,Kaluli,Kaluli,
bcp,,,,Individual,Living language,Bali (Democratic Republic of Congo),,Bali (Democratic Republic of Congo),Bali (Democratic Republic of Congo),
bcq,,,,Individual,Living language,Bench,,Bench,Bench,
bcr,,,,Individual,Living language,Babine,,Babine,Babine,
bcs,,,,Individual,Living language,Kohumono,,Kohumono,Kohumono,
bct,,,,Individual,Living language,Bendi,,Bendi,Bendi,
bcu,,,,Individual,Living language,Awad Bing,,Awad Bing,Awad Bing,
bcv,,,,Individual,Living language,Shoo-Minda-Nye,,Shoo-Minda-Nye,Shoo-Minda-Nye,
bcw,,,,Individual,Living language,Bana,,Bana,Bana,
bcy,,,,Individual,Living language,Bacama,,Bacama,Bacama,
bcz,,,,Individual,Living language,Bainouk-Gunyaamolo,,Bainouk-Gunyaamolo,Bainouk-Gunyaamolo,
bda,,,,Individual,Living language,Bayot,,Bayot,Bayot,
bdb,,,,Individual,Living language,Basap,,Basap,Basap,
bdc,,,,Individual,Living language,Emberá-Baudó,,Emberá-Baudó,Emberá-Baudó,
bdd,,,,Individual,Living language,Bunama,,Bunama,Bunama,
bde,,,,Individual,Living language,Bade,,Bade,Bade,
bdf,,,,Individual,Living language,Biage,,Biage,Biage,
bdg,,,,Individual,Living language,Bonggi,,Bonggi,Bonggi,
bdh,,,,Individual,Living language,Baka (South Sudan),,Baka (South Sudan),Baka (South Sudan),
bdi,,,,Individual,Living language,Burun,,Burun,Burun,
bdj,,,,Individual,Living language,Bai (South Sudan),,Bai,Bai,
bdj,,,,Individual,Living language,Bai (South Sudan),,Bai (South Sudan),Bai (South Sudan),
bdk,,,,Individual,Living language,Budukh,,Budukh,Budukh,
bdl,,,,Individual,Living language,Indonesian Bajau,,Indonesian Bajau,"Bajau, Indonesian",
bdm,,,,Individual,Living language,Buduma,,Buduma,Buduma,
bdn,,,,Individual,Living language,Baldemu,,Baldemu,Baldemu,
bdo,,,,Individual,Living language,Morom,,Morom,Morom,
bdp,,,,Individual,Living language,Bende,,Bende,Bende,
bdq,,,,Individual,Living language,Bahnar,,Bahnar,Bahnar,
bdr,,,,Individual,Living language,West Coast Bajau,,West Coast Bajau,"Bajau, West Coast",
bds,,,,Individual,Living language,Burunge,,Burunge,Burunge,
bdt,,,,Individual,Living language,Bokoto,,Bokoto,Bokoto,gba
bdu,,,,Individual,Living language,Oroko,,Oroko,Oroko,
bdv,,,,Individual,Living language,Bodo Parja,,Bodo Parja,Bodo Parja,
bdw,,,,Individual,Living language,Baham,,Baham,Baham,
bdx,,,,Individual,Living language,Budong-Budong,,Budong-Budong,Budong-Budong,
bdy,,,,Individual,Living language,Bandjalang,,Bandjalang,Bandjalang,
bdz,,,,Individual,Living language,Badeshi,,Badeshi,Badeshi,
bea,,,,Individual,Living language,Beaver,,Beaver,Beaver,
beb,,,,Individual,Living language,Bebele,,Bebele,Bebele,
bec,,,,Individual,Living language,Iceve-Maci,,Iceve-Maci,Iceve-Maci,
bed,,,,Individual,Living language,Bedoanas,,Bedoanas,Bedoanas,
bee,,,,Individual,Living language,Byangsi,,Byangsi,Byangsi,
bef,,,,Individual,Living language,Benabena,,Benabena,Benabena,
beg,,,,Individual,Living language,Belait,,Belait,Belait,
beh,,,,Individual,Living language,Biali,,Biali,Biali,
bei,,,,Individual,Living language,Bekati',,Bekati',Bekati',
bej,bej,bej,,Individual,Living language,Beja,,Bedawiyet,Bedawiyet,
bej,bej,bej,,Individual,Living language,Beja,,Beja,Beja,
bek,,,,Individual,Living language,Bebeli,,Bebeli,Bebeli,
bel,bel,bel,be,Individual,Living language,Belarusian,,Belarusian,Belarusian,
bem,bem,bem,,Individual,Living language,Bemba (Zambia),,Bemba (Zambia),Bemba (Zambia),
ben,ben,ben,bn,Individual,Living language,Bengali,,Bengali,Bengali,
beo,,,,Individual,Living language,Beami,,Beami,Beami,
bep,,,,Individual,Living language,Besoa,,Besoa,Besoa,
beq,,,,Individual,Living language,Beembe,,Beembe,Beembe,
bes,,,,Individual,Living language,Besme,,Besme,Besme,
bet,,,,Individual,Living language,Guiberoua Béte,,Guiberoua Béte,"Béte, Guiberoua",
beu,,,,Individual,Living language,Blagar,,Blagar,Blagar,
bev,,,,Individual,Living language,Daloa Bété,,Daloa Bété,"Bété, Daloa",
bew,,,,Individual,Living language,Betawi,,Betawi,Betawi,
bex,,,,Individual,Living language,Jur Modo,,Jur Modo,Jur Modo,
bey,,,,Individual,Living language,Beli (Papua New Guinea),,Beli (Papua New Guinea),Beli (Papua New Guinea),
bez,,,,Individual,Living language,Bena (Tanzania),,Bena (Tanzania),Bena (Tanzania),
bfa,,,,Individual,Living language,Bari,,Bari,Bari,
bfb,,,,Individual,Living language,Pauri Bareli,,Pauri Bareli,"Bareli, Pauri",
bfc,,,,Individual,Living language,Panyi Bai,,Northern Bai,"Bai, Northern",
bfc,,,,Individual,Living language,Panyi Bai,,Panyi Bai,"Bai, Panyi",
bfd,,,,Individual,Living language,Bafut,,Bafut,Bafut,
bfe,,,,Individual,Living language,Betaf,,Betaf,Betaf,
bfe,,,,Individual,Living language,Betaf,,Tena,Tena,
bff,,,,Individual,Living language,Bofi,,Bofi,Bofi,
bfg,,,,Individual,Living language,Busang Kayan,,Busang Kayan,"Kayan, Busang",
bfh,,,,Individual,Living language,Blafe,,Blafe,Blafe,
bfi,,,,Individual,Living language,British Sign Language,,British Sign Language,British Sign Language,
bfj,,,,Individual,Living language,Bafanji,,Bafanji,Bafanji,
bfk,,,,Individual,Living language,Ban Khor Sign Language,,Ban Khor Sign Language,Ban Khor Sign Language,
bfl,,,,Individual,Living language,Banda-Ndélé,,Banda-Ndélé,Banda-Ndélé,
bfm,,,,Individual,Living language,Mmen,,Mmen,Mmen,
bfn,,,,Individual,Living language,Bunak,,Bunak,Bunak,
bfo,,,,Individual,Living language,Malba Birifor,,Malba Birifor,"Birifor, Malba",
bfp,,,,Individual,Living language,Beba,,Beba,Beba,
